region	XYcellid	X:X	Y:Y	celltypes	efact
reg2	577.5__524	577.5	524	CD8T	1
reg2	579.5__572	579.5	572	CD4T	1
reg2	580__1160.5	580	1160.5	CD4T	1
reg2	580.5__1010	580.5	1010	CD8T	1
reg2	581__659.5	581	659.5	CD8T	1
reg2	581.5__643.5	581.5	643.5	Stroma	1
reg2	584__540.5	584	540.5	CD8T	1
reg2	584.5__618.5	584.5	618.5	CD8T	1
reg2	585.5__480.5	585.5	480.5	CD8T	1
reg2	585.5__682.5	585.5	682.5	CD4T	1
reg2	586.5__733.5	586.5	733.5	CD4T	1
reg2	587__459	587	459	CD8T	1
reg2	588__779.5	588	779.5	CD8T	1
reg2	590__926	590	926	Stroma	1
reg2	591__594	591	594	CD8T	1
reg2	592__1455	592	1455	CD8T	1
reg2	593.5__493	593.5	493	CD8T	1
reg2	593.5__1415.5	593.5	1415.5	CD4T	1
reg2	594__1203	594	1203	CD4T	1
reg2	596__1052	596	1052	CD8T	1
reg2	598.5__848	598.5	848	CD8T	1
reg2	600__1563.5	600	1563.5	Stroma	1
reg2	602__516	602	516	CD8T	1
reg2	604__616	604	616	CD8T	1
reg2	604__893	604	893	CD8T	1
reg2	605.5__666	605.5	666	CD4T	1
reg2	606__473.5	606	473.5	CD4T	1
reg2	606__764	606	764	CD8T	1
reg2	606.5__542.5	606.5	542.5	CD8T	1
reg2	608__1098	608	1098	Stroma	1
reg2	608.5__441	608.5	441	CD8T	1
reg2	609__1257.5	609	1257.5	CD8T	1
reg2	610__928.5	610	928.5	CD8T	1
reg2	612__721	612	721	CD4T	1
reg2	612.5__494.5	612.5	494.5	CD4T	1
reg2	613__1392	613	1392	CD8T	1
reg2	614.5__633.5	614.5	633.5	CD8T	1
reg2	616.5__742	616.5	742	Stroma	1
reg2	617__455	617	455	CD8T	1
reg2	617.5__943.5	617.5	943.5	CD8T	1
reg2	620__1490	620	1490	CD8T	1
reg2	620.5__1518	620.5	1518	CD4T	1
reg2	622__509.5	622	509.5	CD4T	1
reg2	622__599.5	622	599.5	CD8T	1
reg2	622__784	622	784	CD8T	1
reg2	623__534	623	534	Stroma	1
reg2	625.5__427.5	625.5	427.5	CD8T	1
reg2	625.5__803	625.5	803	CD8T	1
reg2	625.5__886	625.5	886	CD8T	1
reg2	626__480	626	480	CD4T	1
reg2	627__863	627	863	CD4T	1
reg2	628__745.5	628	745.5	CD8T	1
reg2	629__1603	629	1603	CD8T	1
reg2	629__919	629	919	Stroma	1
reg2	630__1351.5	630	1351.5	CD8T	1
reg2	633__498.5	633	498.5	CD8T	1
reg2	633__966	633	966	CD8T	1
reg2	633__989	633	989	CD4T	1
reg2	633__1040.5	633	1040.5	CD4T	1
reg2	633.5__557	633.5	557	CD8T	1
reg2	633.5__725.5	633.5	725.5	CD8T	1
reg2	637__652	637	652	Stroma	1
reg2	637__1408.5	637	1408.5	CD8T	1
reg2	637.5__486	637.5	486	CD8T	1
reg2	637.5__766	637.5	766	CD8T	1
reg2	638__1119	638	1119	CD4T	1
reg2	639__447.5	639	447.5	CD4T	1
reg2	640.5__428	640.5	428	CD8T	1
reg2	640.5__467.5	640.5	467.5	CD8T	1
reg2	641__1018.5	641	1018.5	Stroma	1
reg2	641__1504	641	1504	CD8T	1
reg2	641.5__546	641.5	546	CD8T	1
reg2	641.5__1059.5	641.5	1059.5	CD8T	1
reg2	644.5__516.5	644.5	516.5	CD4T	1
reg2	644.5__1520.5	644.5	1520.5	CD4T	1
reg2	648__742.5	648	742.5	CD8T	1
reg2	648__1001	648	1001	CD8T	1
reg2	648.5__1500	648.5	1500	Stroma	1
reg2	649__420.5	649	420.5	CD8T	1
reg2	652.5__721	652.5	721	CD8T	1
reg2	653.5__443.5	653.5	443.5	CD8T	1
reg2	653.5__1209	653.5	1209	CD4T	1
reg2	654.5__663	654.5	663	CD4T	1
reg2	654.5__698.5	654.5	698.5	CD8T	1
reg2	654.5__777.5	654.5	777.5	CD8T	1
reg2	657.5__1080	657.5	1080	Stroma	1
reg2	657.5__1123	657.5	1123	CD8T	1
reg2	658__921.5	658	921.5	CD8T	1
reg2	658.5__834	658.5	834	CD8T	1
reg2	659__499	659	499	Stroma	1
reg2	660.5__473	660.5	473	Stroma	1
reg2	660.5__611.5	660.5	611.5	Stroma	1
reg2	660.5__748	660.5	748	Macrophage	1
reg2	661__1492.5	661	1492.5	Macrophage	1
reg2	662__1353	662	1353	Macrophage	1
reg2	662.5__1029.5	662.5	1029.5	Stroma	1
reg2	665__542	665	542	Macrophage	1
reg2	667__940	667	940	Macrophage	1
reg2	667.5__417	667.5	417	Bcell	1
reg2	667.5__1373	667.5	1373	CD8T	1
reg2	669__1619.5	669	1619.5	CD4T	1
reg2	669__1087.5	669	1087.5	CD4T	1
reg2	669__1149.5	669	1149.5	CD8T	1
reg2	670__438	670	438	CD8T	1
reg2	670__728.5	670	728.5	Stroma	1
reg2	670__786	670	786	CD8T	1
reg2	672.5__755.5	672.5	755.5	CD8T	1
reg2	672.5__1544.5	672.5	1544.5	CD8T	1
reg2	673.5__1124	673.5	1124	Stroma	1
reg2	674.5__1334.5	674.5	1334.5	Stroma	1
reg2	675__1040	675	1040	Stroma	1
reg2	676__633.5	676	633.5	Macrophage	1
reg2	676.5__886	676.5	886	Macrophage	1
reg2	677__449.5	677	449.5	Macrophage	1
reg2	677.5__810	677.5	810	Stroma	1
reg2	680__852.5	680	852.5	Macrophage	1
reg2	680.5__478	680.5	478	Macrophage	1
reg2	680.5__615	680.5	615	Bcell	1
reg2	682.5__652	682.5	652	CD8T	1
reg2	683.5__690.5	683.5	690.5	CD4T	1
reg2	685.5__409	685.5	409	CD4T	1
reg2	685.5__566.5	685.5	566.5	CD8T	1
reg2	687__1498.5	687	1498.5	CD8T	1
reg2	689.5__500.5	689.5	500.5	Stroma	1
reg2	692__1048.5	692	1048.5	CD8T	1
reg2	693__520	693	520	CD8T	1
reg2	693.5__710	693.5	710	CD8T	1
reg2	693.5__804	693.5	804	Stroma	1
reg2	697__599	697	599	Stroma	1
reg2	697__979	697	979	Stroma	1
reg2	697__1194.5	697	1194.5	Macrophage	1
reg2	698.5__490.5	698.5	490.5	Macrophage	1
reg2	699__413.5	699	413.5	Macrophage	1
reg2	699__466	699	466	Stroma	1
reg2	701__1072	701	1072	Macrophage	1
reg2	701__1094.5	701	1094.5	Macrophage	1
reg2	703__538.5	703	538.5	Bcell	1
reg2	703.5__1021.5	703.5	1021.5	CD8T	1
reg2	704.5__1637.5	704.5	1637.5	CD4T	1
reg2	704.5__1119.5	704.5	1119.5	CD4T	1
reg2	705__1487.5	705	1487.5	CD8T	1
reg2	706__1438	706	1438	CD8T	1
reg2	707__1005	707	1005	Stroma	1
reg2	708.5__698	708.5	698	CD8T	1
reg2	709.5__512.5	709.5	512.5	CD8T	1
reg2	711__990	711	990	CD8T	1
reg2	713.5__794	713.5	794	Stroma	1
reg2	714__1601	714	1601	Tumor	1
reg2	714__1662.5	714	1662.5	Tumor	1
reg2	714__855	714	855	Macrophage	1
reg2	715.5__431	715.5	431	CD4T	1
reg2	716__406	716	406	Treg	1
reg2	716__1135.5	716	1135.5	CD8T	1
reg2	716.5__1464	716.5	1464	Stroma	1
reg2	718__765.5	718	765.5	CD8T	1
reg2	718__1051	718	1051	CD8T	1
reg2	719__1626	719	1626	CD8T	1
reg2	719__936	719	936	Stroma	1
reg2	720__815.5	720	815.5	Tumor	1
reg2	720.5__1646.5	720.5	1646.5	Tumor	1
reg2	721__967.5	721	967.5	Macrophage	1
reg2	723.5__496	723.5	496	CD4T	1
reg2	723.5__735	723.5	735	Treg	1
reg2	724__1186.5	724	1186.5	CD8T	1
reg2	724__1341.5	724	1341.5	Stroma	1
reg2	725__512	725	512	CD8T	1
reg2	727.5__555.5	727.5	555.5	CD8T	1
reg2	728__1366.5	728	1366.5	CD8T	1
reg2	728.5__1286	728.5	1286	Stroma	1
reg2	730.5__871	730.5	871	Tumor	1
reg2	731__456.5	731	456.5	Tumor	1
reg2	732__661	732	661	Macrophage	1
reg2	732.5__528	732.5	528	CD4T	1
reg2	732.5__829.5	732.5	829.5	Treg	1
reg2	733__1677	733	1677	CD8T	1
reg2	734.5__1658.5	734.5	1658.5	Stroma	1
reg2	735.5__1313.5	735.5	1313.5	Bcell	1
reg2	736.5__1641	736.5	1641	Macrophage	1
reg2	736.5__430.5	736.5	430.5	CD4T	1
reg2	739__1204	739	1204	Treg	1
reg2	739.5__504.5	739.5	504.5	CD8T	1
reg2	740__1140.5	740	1140.5	Stroma	1
reg2	740.5__918	740.5	918	CD8T	1
reg2	740.5__1043.5	740.5	1043.5	CD8T	1
reg2	741__777.5	741	777.5	CD8T	1
reg2	741.5__854	741.5	854	Stroma	1
reg2	747__997	747	997	Tumor	1
reg2	748__596.5	748	596.5	Tumor	1
reg2	749.5__1261	749.5	1261	Macrophage	1
reg2	751.5__555	751.5	555	CD4T	1
reg2	751.5__1165.5	751.5	1165.5	Treg	1
reg2	752.5__1190	752.5	1190	CD8T	1
reg2	753.5__479.5	753.5	479.5	Stroma	1
reg2	754.5__695	754.5	695	Bcell	1
reg2	754.5__726.5	754.5	726.5	Macrophage	1
reg2	755.5__1367.5	755.5	1367.5	CD4T	1
reg2	756__1638.5	756	1638.5	Treg	1
reg2	756.5__1279.5	756.5	1279.5	CD8T	1
reg2	758__937	758	937	Stroma	1
reg2	759__533	759	533	CD8T	1
reg2	759__619.5	759	619.5	CD8T	1
reg2	759__1073	759	1073	CD8T	1
reg2	759.5__921.5	759.5	921.5	Stroma	1
reg2	760__1616	760	1616	Tumor	1
reg2	760__1658	760	1658	Tumor	1
reg2	760__747	760	747	Macrophage	1
reg2	760__908	760	908	CD4T	1
reg2	760__976	760	976	Treg	1
reg2	761.5__1050.5	761.5	1050.5	CD8T	1
reg2	762.5__775.5	762.5	775.5	Stroma	1
reg2	764.5__842.5	764.5	842.5	Bcell	1
reg2	764.5__1384	764.5	1384	Macrophage	1
reg2	765.5__670	765.5	670	CD4T	1
reg2	765.5__1126	765.5	1126	Treg	1
reg2	766__1214	766	1214	CD8T	1
reg2	766__1298	766	1298	Stroma	1
reg2	766.5__1017	766.5	1017	CD8T	1
reg2	767__602	767	602	CD8T	1
reg2	768__958	768	958	CD8T	1
reg2	769.5__993	769.5	993	Stroma	1
reg2	770.5__524.5	770.5	524.5	Tumor	1
reg2	770.5__1188	770.5	1188	Tumor	1
reg2	771__817.5	771	817.5	Macrophage	1
reg2	772__1096.5	772	1096.5	CD4T	1
reg2	772.5__688.5	772.5	688.5	Treg	1
reg2	772.5__1248	772.5	1248	CD8T	1
reg2	772.5__1494.5	772.5	1494.5	Stroma	1
reg2	777.5__1165	777.5	1165	Bcell	1
reg2	778.5__874.5	778.5	874.5	Macrophage	1
reg2	779.5__857	779.5	857	CD4T	1
reg2	781.5__1225	781.5	1225	Treg	1
reg2	781.5__1563.5	781.5	1563.5	CD8T	1
reg2	782__413.5	782	413.5	Stroma	1
reg2	782__1400.5	782	1400.5	Tumor	1
reg2	783.5__500.5	783.5	500.5	Tumor	1
reg2	784__1138	784	1138	Stroma	1
reg2	785__836	785	836	CD8T	1
reg2	787__893.5	787	893.5	Macrophage	1
reg2	788__684.5	788	684.5	Bcell	1
reg2	788__755	788	755	Macrophage	1
reg2	790__1097.5	790	1097.5	CD4T	1
reg2	790__1547	790	1547	Treg	1
reg2	792.5__1372.5	792.5	1372.5	CD8T	1
reg2	793.5__1057.5	793.5	1057.5	Stroma	1
reg2	794.5__1435.5	794.5	1435.5	Tumor	1
reg2	795__549	795	549	Tumor	1
reg2	795.5__1035	795.5	1035	Stroma	1
reg2	796__1082	796	1082	CD8T	1
reg2	796.5__513	796.5	513	Macrophage	1
reg2	798__1600	798	1600	Bcell	1
reg2	800__523.5	800	523.5	Macrophage	1
reg2	803__786	803	786	CD4T	1
reg2	803.5__1266.5	803.5	1266.5	Treg	1
reg2	804.5__407	804.5	407	CD8T	1
reg2	804.5__1126	804.5	1126	Stroma	1
reg2	806.5__1388.5	806.5	1388.5	Tumor	1
reg2	806.5__1523	806.5	1523	Tumor	1
reg2	809.5__843.5	809.5	843.5	Stroma	1
reg2	810__1238	810	1238	CD8T	1
reg2	811__943	811	943	Macrophage	1
reg2	813__1628	813	1628	Bcell	1
reg2	813__1211	813	1211	Macrophage	1
reg2	813__1548	813	1548	CD4T	1
reg2	814__489.5	814	489.5	Treg	1
reg2	815__1445	815	1445	CD8T	1
reg2	815__1491	815	1491	Stroma	1
reg2	815.5__540.5	815.5	540.5	Tumor	1
reg2	816.5__728	816.5	728	Tumor	1
reg2	817.5__470.5	817.5	470.5	Stroma	1
reg2	818__439	818	439	CD8T	1
reg2	818.5__1176	818.5	1176	Macrophage	1
reg2	819.5__667.5	819.5	667.5	Bcell	1
reg2	820__386.5	820	386.5	Macrophage	1
reg2	820__830.5	820	830.5	CD4T	1
reg2	822__802.5	822	802.5	Treg	1
reg2	823__1377	823	1377	CD8T	1
reg2	823.5__1705.5	823.5	1705.5	Stroma	1
reg2	824__1652.5	824	1652.5	Tumor	1
reg2	824.5__713	824.5	713	Tumor	1
reg2	825.5__519.5	825.5	519.5	Stroma	1
reg2	826.5__908.5	826.5	908.5	CD8T	1
reg2	826.5__988	826.5	988	Macrophage	1
reg2	827__587.5	827	587.5	Bcell	1
reg2	827__1142	827	1142	Macrophage	1
reg2	829__1226.5	829	1226.5	CD4T	1
reg2	831__1525	831	1525	Treg	1
reg2	831.5__1673.5	831.5	1673.5	CD8T	1
reg2	832__1622	832	1622	Stroma	1
reg2	834.5__1086.5	834.5	1086.5	Tumor	1
reg2	836__424	836	424	Tumor	1
reg2	836__965.5	836	965.5	Stroma	1
reg2	837__937	837	937	CD8T	1
reg2	837.5__1684	837.5	1684	Macrophage	1
reg2	838.5__1589	838.5	1589	Bcell	1
reg2	839__672.5	839	672.5	Macrophage	1
reg2	839.5__1378.5	839.5	1378.5	CD4T	1
reg2	840__1102	840	1102	Treg	1
reg2	841__1547.5	841	1547.5	CD8T	1
reg2	841.5__445	841.5	445	Stroma	1
reg2	841.5__1449.5	841.5	1449.5	Tumor	1
reg2	844.5__487.5	844.5	487.5	Tumor	1
reg2	844.5__781.5	844.5	781.5	Stroma	1
reg2	846__1418	846	1418	CD8T	1
reg2	847__1306.5	847	1306.5	Macrophage	1
reg2	848.5__1168.5	848.5	1168.5	Bcell	1
reg2	850.5__838	850.5	838	Macrophage	1
reg2	850.5__916.5	850.5	916.5	CD4T	1
reg2	851.5__1361.5	851.5	1361.5	Treg	1
reg2	852__1584.5	852	1584.5	CD8T	1
reg2	853__457	853	457	Stroma	1
reg2	855.5__1660	855.5	1660	Tumor	1
reg2	855.5__726	855.5	726	Tumor	1
reg2	856__1700.5	856	1700.5	Stroma	1
reg2	857__1081.5	857	1081.5	CD8T	1
reg2	859__883	859	883	Macrophage	1
reg2	859.5__1677	859.5	1677	Bcell	1
reg2	859.5__396	859.5	396	Macrophage	1
reg2	859.5__701	859.5	701	CD4T	1
reg2	860.5__1634	860.5	1634	Treg	1
reg2	860.5__427	860.5	427	CD8T	1
reg2	863__1280.5	863	1280.5	Stroma	1
reg2	864.5__1134	864.5	1134	Tumor	1
reg2	864.5__1574	864.5	1574	Tumor	1
reg2	865.5__1158.5	865.5	1158.5	Stroma	1
reg2	866.5__623	866.5	623	CD8T	1
reg2	866.5__1526.5	866.5	1526.5	Macrophage	1
reg2	867__682	867	682	Bcell	1
reg2	867__1179	867	1179	Macrophage	1
reg2	867__1451	867	1451	CD4T	1
reg2	869.5__548.5	869.5	548.5	Treg	1
reg2	870.5__1121	870.5	1121	CD8T	1
reg2	871__1503.5	871	1503.5	Stroma	1
reg2	871.5__408	871.5	408	Tumor	1
reg2	873__929.5	873	929.5	Tumor	1
reg2	874.5__752	874.5	752	Stroma	1
reg2	875.5__1096.5	875.5	1096.5	CD8T	1
reg2	876__1622	876	1622	Macrophage	1
reg2	878__1292.5	878	1292.5	Bcell	1
reg2	878.5__1403	878.5	1403	Macrophage	1
reg2	879__1722.5	879	1722.5	CD4T	1
reg2	879__368	879	368	Treg	1
reg2	879.5__984	879.5	984	CD8T	1
reg2	881.5__1163	881.5	1163	Stroma	1
reg2	881.5__1591	881.5	1591	Tumor	1
reg2	882__513	882	513	Tumor	1
reg2	884.5__1185	884.5	1185	Stroma	1
reg2	885__1659.5	885	1659.5	CD8T	1
reg2	886.5__1070	886.5	1070	Macrophage	1
reg2	887__1038.5	887	1038.5	Bcell	1
reg2	887__1572.5	887	1572.5	Macrophage	1
reg2	887.5__1709	887.5	1709	CD4T	1
reg2	887.5__672	887.5	672	Treg	1
reg2	888.5__1259	888.5	1259	CD8T	1
reg2	888.5__1282	888.5	1282	Stroma	1
reg2	888.5__1461	888.5	1461	Tumor	1
reg2	889__1141	889	1141	Tumor	1
reg2	889.5__624	889.5	624	Stroma	1
reg2	889.5__916.5	889.5	916.5	CD8T	1
reg2	890.5__1634.5	890.5	1634.5	Macrophage	1
reg2	892__355	892	355	Bcell	1
reg2	892.5__732	892.5	732	Macrophage	1
reg2	893__1496	893	1496	CD4T	1
reg2	893__1515	893	1515	Treg	1
reg2	893.5__1117	893.5	1117	CD8T	1
reg2	894__1004.5	894	1004.5	Stroma	1
reg2	894__1444.5	894	1444.5	Tumor	1
reg2	894__1554.5	894	1554.5	Macrophage	1
reg2	894.5__571	894.5	571	Macrophage	1
reg2	895__1653	895	1653	Macrophage	1
reg2	896__689	896	689	Macrophage	1
reg2	900__760	900	760	Macrophage	1
reg2	900__1475	900	1475	Macrophage	1
reg2	901.5__977	901.5	977	Macrophage	1
reg2	904__429.5	904	429.5	Macrophage	1
reg2	905.5__951	905.5	951	Macrophage	1
reg2	906__1175	906	1175	Macrophage	1
reg2	906__1302	906	1302	Macrophage	1
reg2	907.5__488	907.5	488	Macrophage	1
reg2	907.5__876.5	907.5	876.5	Macrophage	1
reg2	908__931	908	931	Macrophage	1
reg2	908.5__1657	908.5	1657	Macrophage	1
reg2	909__578.5	909	578.5	Macrophage	1
reg2	909__708	909	708	Macrophage	1
reg2	909__1135.5	909	1135.5	Macrophage	1
reg2	909__1283	909	1283	Macrophage	1
reg2	909.5__1430	909.5	1430	Macrophage	1
reg2	910__620.5	910	620.5	Macrophage	1
reg2	910.5__1629.5	910.5	1629.5	Macrophage	1
reg2	910.5__896.5	910.5	896.5	Macrophage	1
reg2	911__819	911	819	Macrophage	1
reg2	911__1155	911	1155	Macrophage	1
reg2	912.5__1101.5	912.5	1101.5	Macrophage	1
reg2	912.5__1188.5	912.5	1188.5	Macrophage	1
reg2	912.5__1583	912.5	1583	Macrophage	1
reg2	913__1038.5	913	1038.5	Macrophage	1
reg2	913.5__1204	913.5	1204	Macrophage	1
reg2	914.5__401	914.5	401	Macrophage	1
reg2	915__1339	915	1339	Macrophage	1
reg2	915.5__1522.5	915.5	1522.5	Macrophage	1
reg2	917__847	917	847	Macrophage	1
reg2	918.5__541	918.5	541	Macrophage	1
reg2	918.5__632.5	918.5	632.5	Macrophage	1
reg2	918.5__870.5	918.5	870.5	Macrophage	1
reg2	918.5__1118.5	918.5	1118.5	Macrophage	1
reg2	918.5__1249	918.5	1249	Macrophage	1
reg2	919__740.5	919	740.5	Macrophage	1
reg2	919__1496	919	1496	Macrophage	1
reg2	919.5__1396	919.5	1396	Macrophage	1
reg2	920.5__1271	920.5	1271	Bcell	1
reg2	922__1688.5	922	1688.5	Bcell	1
reg2	922__520	922	520	Bcell	1
reg2	922.5__604	922.5	604	Bcell	1
reg2	924__1555	924	1555	Bcell	1
reg2	924.5__1473	924.5	1473	Bcell	1
reg2	925__1198	925	1198	Bcell	1
reg2	925__1447.5	925	1447.5	Bcell	1
reg2	925.5__344.5	925.5	344.5	Bcell	1
reg2	926__1660	926	1660	Bcell	1
reg2	926__1079.5	926	1079.5	Bcell	1
reg2	926__1134.5	926	1134.5	Bcell	1
reg2	926.5__948.5	926.5	948.5	Bcell	1
reg2	927.5__1295	927.5	1295	Bcell	1
reg2	928__827.5	928	827.5	Bcell	1
reg2	929__1168.5	929	1168.5	Bcell	1
reg2	929.5__986.5	929.5	986.5	Bcell	1
reg2	930__1644	930	1644	Bcell	1
reg2	931__665.5	931	665.5	Bcell	1
reg2	931.5__1517.5	931.5	1517.5	Bcell	1
reg2	932__1369.5	932	1369.5	Bcell	1
reg2	933__437.5	933	437.5	Bcell	1
reg2	934__1627	934	1627	Bcell	1
reg2	934__1423	934	1423	CD8T	1
reg2	935.5__636	935.5	636	CD8T	1
reg2	936__852	936	852	CD4T	1
reg2	936__1248.5	936	1248.5	CD8T	1
reg2	937__351.5	937	351.5	CD8T	1
reg2	939__1713.5	939	1713.5	CD4T	1
reg2	939__715	939	715	CD8T	1
reg2	939.5__1736.5	939.5	1736.5	CD8T	1
reg2	940__1673.5	940	1673.5	CD4T	1
reg2	940__531.5	940	531.5	CD8T	1
reg2	940.5__1613	940.5	1613	CD8T	1
reg2	941__375	941	375	CD4T	1
reg2	942.5__1192	942.5	1192	CD8T	1
reg2	943__612.5	943	612.5	CD8T	1
reg2	943.5__1095	943.5	1095	CD4T	1
reg2	943.5__1145	943.5	1145	CD8T	1
reg2	944__1462	944	1462	CD8T	1
reg2	944__1552	944	1552	CD4T	1
reg2	944.5__500.5	944.5	500.5	CD8T	1
reg2	945__863	945	863	CD8T	1
reg2	945.5__829.5	945.5	829.5	CD4T	1
reg2	945.5__1382	945.5	1382	CD8T	1
reg2	946__1400.5	946	1400.5	CD8T	1
reg2	948__1698	948	1698	CD4T	1
reg2	948__1517	948	1517	CD8T	1
reg2	949__1650.5	949	1650.5	CD8T	1
reg2	949__1496	949	1496	CD4T	1
reg2	949.5__940.5	949.5	940.5	CD8T	1
reg2	949.5__1066.5	949.5	1066.5	CD8T	1
reg2	949.5__1321	949.5	1321	CD4T	1
reg2	951__1284.5	951	1284.5	CD8T	1
reg2	952.5__991	952.5	991	CD8T	1
reg2	954__699.5	954	699.5	CD4T	1
reg2	955__468.5	955	468.5	CD8T	1
reg2	955.5__811	955.5	811	CD8T	1
reg2	956__437	956	437	CD4T	1
reg2	956.5__964	956.5	964	CD8T	1
reg2	958.5__1436.5	958.5	1436.5	CD8T	1
reg2	959__529	959	529	CD4T	1
reg2	959__751	959	751	CD8T	1
reg2	959__1189.5	959	1189.5	CD8T	1
reg2	959__1256.5	959	1256.5	CD4T	1
reg2	959.5__676.5	959.5	676.5	CD8T	1
reg2	960__388.5	960	388.5	CD8T	1
reg2	960.5__850	960.5	850	CD4T	1
reg2	960.5__878.5	960.5	878.5	CD8T	1
reg2	960.5__1559.5	960.5	1559.5	CD8T	1
reg2	962__1464.5	962	1464.5	CD4T	1
reg2	962.5__451	962.5	451	CD8T	1
reg2	962.5__630	962.5	630	CD8T	1
reg2	962.5__1410	962.5	1410	CD4T	1
reg2	963__609	963	609	CD8T	1
reg2	963__653.5	963	653.5	CD8T	1
reg2	963__1296	963	1296	CD4T	1
reg2	964__1158	964	1158	CD8T	1
reg2	964__1484	964	1484	CD8T	1
reg2	964__1534	964	1534	CD4T	1
reg2	965.5__1378.5	965.5	1378.5	CD8T	1
reg2	966.5__1240.5	966.5	1240.5	CD8T	1
reg2	967__948	967	948	CD4T	1
reg2	969__835	969	835	CD8T	1
reg2	969.5__1178	969.5	1178	CD8T	1
reg2	970__1318.5	970	1318.5	CD4T	1
reg2	970.5__1506.5	970.5	1506.5	CD8T	1
reg2	971__573	971	573	CD8T	1
reg2	971__1216	971	1216	CD4T	1
reg2	971__1334	971	1334	CD8T	1
reg2	972__1356.5	972	1356.5	CD8T	1
reg2	973.5__891.5	973.5	891.5	CD4T	1
reg2	974__1273.5	974	1273.5	CD8T	1
reg2	974.5__1622.5	974.5	1622.5	CD8T	1
reg2	975__554	975	554	CD4T	1
reg2	975__715	975	715	CD8T	1
reg2	975.5__674	975.5	674	CD8T	1
reg2	977__1657	977	1657	CD4T	1
reg2	977__1304.5	977	1304.5	CD8T	1
reg2	977__1451.5	977	1451.5	CD8T	1
reg2	977.5__1675.5	977.5	1675.5	CD4T	1
reg2	978__1201	978	1201	CD8T	1
reg2	980__1423	980	1423	CD8T	1
reg2	980.5__934	980.5	934	CD4T	1
reg2	982.5__1479	982.5	1479	CD8T	1
reg2	983__1738	983	1738	CD8T	1
reg2	983.5__1320.5	983.5	1320.5	CD4T	1
reg2	984__1250	984	1250	CD8T	1
reg2	984.5__415.5	984.5	415.5	CD8T	1
reg2	986.5__1026	986.5	1026	CD4T	1
reg2	986.5__1583	986.5	1583	CD8T	1
reg2	988.5__1094	988.5	1094	Tumor	1
reg2	989__643.5	989	643.5	CD4T	1
reg2	989__672	989	672	CD8T	1
reg2	989__1184.5	989	1184.5	Tumor	1
reg2	989.5__1068.5	989.5	1068.5	CD4T	1
reg2	989.5__1287.5	989.5	1287.5	CD8T	1
reg2	990__1054.5	990	1054.5	Tumor	1
reg2	990.5__1644.5	990.5	1644.5	CD4T	1
reg2	990.5__1693	990.5	1693	CD8T	1
reg2	993__482	993	482	Tumor	1
reg2	993__1497.5	993	1497.5	CD4T	1
reg2	994.5__441	994.5	441	CD8T	1
reg2	994.5__622.5	994.5	622.5	Tumor	1
reg2	996__1612.5	996	1612.5	CD4T	1
reg2	996.5__1003	996.5	1003	CD8T	1
reg2	997__531.5	997	531.5	Tumor	1
reg2	997__715	997	715	CD4T	1
reg2	997__1338.5	997	1338.5	CD8T	1
reg2	997.5__662.5	997.5	662.5	Tumor	1
reg2	998.5__1630.5	998.5	1630.5	CD4T	1
reg2	998.5__1669	998.5	1669	CD8T	1
reg2	998.5__780.5	998.5	780.5	Tumor	1
reg2	999__385	999	385	CD4T	1
reg2	999.5__1716.5	999.5	1716.5	CD8T	1
reg2	999.5__347.5	999.5	347.5	Tumor	1
reg2	999.5__1268	999.5	1268	CD4T	1
reg2	1000.5__1213.5	1000.5	1213.5	CD8T	1
reg2	1001__406.5	1001	406.5	Tumor	1
reg2	1001.5__1561	1001.5	1561	CD4T	1
reg2	1002__1116.5	1002	1116.5	CD8T	1
reg2	1002__1308.5	1002	1308.5	Tumor	1
reg2	1003__1142	1003	1142	CD4T	1
reg2	1005__1421	1005	1421	CD8T	1
reg2	1006__470.5	1006	470.5	Tumor	1
reg2	1006.5__761.5	1006.5	761.5	CD4T	1
reg2	1007.5__941.5	1007.5	941.5	Stroma	1
reg2	1008.5__967	1008.5	967	Stroma	1
reg2	1008.5__1247	1008.5	1247	Stroma	1
reg2	1009__420.5	1009	420.5	Stroma	1
reg2	1009.5__574	1009.5	574	Stroma	1
reg2	1010.5__1518	1010.5	1518	Stroma	1
reg2	1011__518	1011	518	Stroma	1
reg2	1011__1014	1011	1014	Stroma	1
reg2	1011.5__1193.5	1011.5	1193.5	Stroma	1
reg2	1011.5__1333	1011.5	1333	Stroma	1
reg2	1012__1738	1012	1738	Stroma	1
reg2	1012.5__1049.5	1012.5	1049.5	Stroma	1
reg2	1013__1486	1013	1486	Stroma	1
reg2	1013.5__988	1013.5	988	Stroma	1
reg2	1014.5__1683.5	1014.5	1683.5	Treg	1
reg2	1015.5__599	1015.5	599	Stroma	1
reg2	1015.5__1298	1015.5	1298	Treg	1
reg2	1016.5__1763	1016.5	1763	Stroma	1
reg2	1016.5__1582.5	1016.5	1582.5	Treg	1
reg2	1017.5__1650	1017.5	1650	Stroma	1
reg2	1017.5__1223	1017.5	1223	Treg	1
reg2	1017.5__1372.5	1017.5	1372.5	Stroma	1
reg2	1019__1506.5	1019	1506.5	Treg	1
reg2	1021__1667	1021	1667	Stroma	1
reg2	1021__1272.5	1021	1272.5	Treg	1
reg2	1021.5__641.5	1021.5	641.5	Stroma	1
reg2	1022.5__623	1022.5	623	Treg	1
